timestamp_iso,attempt,elapsed_s,start_x,start_y,finish_x,finish_y,start_t,finish_t,status
2025-10-20T11:10:37,1,1495.441,3.750,3.750,0.322,-0.454,1760946342.430,1760947837.871,finish
2025-10-26T23:51:15,2,848.574,3.750,3.750,0.244,-0.452,1761511026.897,1761511875.471,finish
